reaction,split,high_yielding,not_high_yielding
CCOC(=O)C(C#N)=[CH]C1=C(O[CH3])[CH]=[CH]C(O[CH3])=[CH]1.[OH]C1=C2[CH]=[CH][NH]C2=[CH][CH]=[CH]1>>[CH3]OC1=[CH]C(C2=C3[CH]=[CH]C4=N[CH]=[CH]C4=C3OC(=O)[CH]2C#N)=C(O[CH3])[CH]=[CH]1,train,0,1
CCOC(=O)C(C#N)([CH2][CH3])C1=[CH][CH]=[CH][CH]=[CH]1.N>CCO>[CH3][CH2]C(C#N)(C([NH2])=O)C1=[CH][CH]=[CH][CH]=[CH]1,train,1,0
[CH3]OC(=O)C1=[CH]C(C2=[CH][CH2][CH2]C2([CH3])[CH3])=C(C2=C(F)[CH]=[CH]C([CH](F)F)=[CH]2)[CH]=[CH]1>CCOC(C)=O.CO.[Pd]>[CH3]OC(=O)C1=[CH]C([CH]2[CH2][CH2][CH2]C2([CH3])[CH3])=C(C2=C(F)[CH]=[CH]C([CH](F)F)=[CH]2)[CH]=[CH]1,train,1,0
O=S(Cl)Cl.[CH3]C#C[CH2]OC(=O)[CH](C1=[CH][CH]=C(O[CH2][CH3])[CH]=[CH]1)[CH]([CH3])[CH3]>CCCCCC.CCOC(C)=O.ClC(Cl)Cl>[CH3]C#C[CH2]OC(=O)[CH](C1=[CH]C(Cl)=C(O[CH2][CH3])[CH]=[CH]1)[CH]([CH3])[CH3],train,1,0
[CH3]OC(=O)[CH2]C1=C2[CH]=[CH][C@@H](N([CH3])S(=O)(=O)C3=[CH][CH]=C(F)[CH]=[CH]3)[CH2]N2C2=[CH][CH]=[CH][CH]=C21>CCOC(C)=O.[Pd]>[CH3]OC(=O)[CH2]C1=C2[CH2][CH2][C@@H](N([CH3])S(=O)(=O)C3=[CH][CH]=C(F)[CH]=[CH]3)[CH2]N2C2=[CH][CH]=[CH][CH]=C21,train,1,0
CCOC(=O)C1=C([CH3])C2=C([CH]=[CH][CH]=C2O[CH2][CH2][CH2][NH][CH]2[CH2][CH2]N([CH2]C3=[CH][CH]=[CH][CH]=[CH]3)[CH2][CH2]2)O1.[NH2][CH2][CH2]C1=[CH][CH]=[CH][CH]=[CH]1>CCOC(C)=O>N.[CH3]C1=C(C(=O)[NH][CH2][CH2]C2=[CH][CH]=[CH][CH]=[CH]2)OC2=C1C(O[CH2][CH2][CH2][NH][CH]1[CH2][CH2]N([CH2]C3=[CH][CH]=[CH][CH]=[CH]3)[CH2][CH2]1)=[CH][CH]=[CH]2,train,0,1
CCOC(=O)C1([NH]C(C)=O)[CH2]C2=[CH][CH]=[CH][CH]=C2[NH]C1=O>Cl>[NH2][CH]1[CH2]C2=[CH][CH]=[CH][CH]=C2[NH]C1=O,train,1,0
[N-]=[N+]=N[C@H]1[CH2][C@H](N2[CH]=NC3=C([NH][CH2][CH]4C[CH2]4)N=C([NH2])N=C32)O[C@@H]1[CH2][OH]>CCOC(C)=O>[N-]=[N+]=N[C@H]1[CH2][C@H](N2[CH]=NC3=C(N4[CH2][CH2][CH2]4)N=C([NH2])N=C32)O[C@@H]1[CH2][OH],train,0,1
[CH3]N1[CH2][CH2]N([C@H]2[CH2][C@@]3([CH3])[C@@H]([CH2][CH2][C@@H]4[C@@H]3[CH2][CH2][C@]3([CH3])[C@@H]([OH])[C@@H](N5[CH2][CH2][CH2][CH2][CH2]5)[CH2][C@@H]43)[CH2][C@@H]2[OH])[CH2][CH2]1>ClC(Cl)Cl>[CH3]C(=O)O[C@H]1[CH2][C@@H]2[CH2][CH2][C@@H]3[C@H]([CH2][CH2][C@@]4([CH3])[C@H]3[CH2][C@H](N3[CH2][CH2][CH2][CH2][CH2]3)[C@@H]4OC([CH3])=O)[C@@]2([CH3])[CH2][C@@H]1N1[CH2][CH2]N([CH3])[CH2][CH2]1,train,1,0
[CH3]C1=[CH][CH]=[CH]C([NH2])=C1[OH].[CH3][C@H]([NH]C(=O)O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1)[CH]([OH])C1=NC2=C(C=CC=C2)O1>CCOC(C)=O>[CH3]C1=[CH][CH]=[CH]C2=C1OC([CH]([OH])[C@H]([CH3])[NH]C(=O)O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1)=N2,train,0,1
O=C1O[CH2][CH2]O1.[CH3][CH2]OC1=C([OH])C([CH]=O)=[CH][CH]=[CH]1>CCOC(C)=O.CC[N+](CC)(CC)CC.[Br-]>[CH3][CH2]OC1=[CH][CH]=[CH]C([CH]=O)=C1O[CH2][CH2][OH],train,1,0
CO.[CH3][CH2][CH2][CH2][CH2][CH2][CH2][NH]C(=O)N([CH2][CH3])C1=[CH][CH]=[CH]C(C2=[CH][CH]=C(/C=C/C(=O)[OH])[CH]=[CH]2)=[CH]1>CCOC(C)=O.[Pd]>[CH3][CH2][CH2][CH2][CH2][CH2][CH2][NH]C(=O)N([CH2][CH3])C1=[CH][CH]=[CH]C(C2=[CH][CH]=C([CH2][CH2]C(=O)[OH])[CH]=[CH]2)=[CH]1,train,0,1
O=C=N[CH2][CH2]Cl.[CH3]C([CH3])([CH3])C1=[CH]C([NH2])=[CH]C(C([CH3])([CH3])[CH3])=C1[OH]>CCOC(C)=O.CN(C)C=O.O>[CH3]C([CH3])([CH3])C1=[CH]C([NH]C(=O)[NH][CH2][CH2]Cl)=[CH]C(C([CH3])([CH3])[CH3])=C1[OH],train,1,0
CC(=O)OC([CH3])=O.O=[CH]C1=[CH][CH]=[CH][CH]=[CH]1>>O=C([OH])[CH]=[CH]C1=[CH][CH]=[CH][CH]=[CH]1,train,0,1
COS(=O)(=O)C1=[CH][CH]=[CH][CH]=[CH]1.[CH3][CH2][CH2][CH2][CH2][CH2]N([CH2]C#N)[CH2][CH2][CH2][CH2][CH2][CH3]>CCOC(C)=O>O=S(=O)([O-])C1=[CH][CH]=[CH][CH]=[CH]1.[CH3][CH2][CH2][CH2][CH2][CH2][N+]([CH3])([CH2]C#N)[CH2][CH2][CH2][CH2][CH2][CH3],train,0,1
[CH3]S(=O)(=O)[OH].[CH3][C@H]([NH][CH2]C1=[CH][CH]=C(O[CH2]C2=[CH]C(F)=[CH][CH]=[CH]2)[CH]=[CH]1)C([NH2])=O>CCOC(C)=O>[CH3]S(=O)(=O)[OH].[CH3][C@H]([NH][CH2]C1=[CH][CH]=C(O[CH2]C2=[CH]C(F)=[CH][CH]=[CH]2)[CH]=[CH]1)C([NH2])=O,train,1,0
C#CC1=[CH]C2=C([CH]=[CH]1)O[CH2]O2.CC(C)([CH3])OC(=O)N1CCCC2=CC=C(CCOC3=CC=C4NC=CC4=C3)N=C21>>[CH3][CH2]OC(=O)C#CC1=[CH]C2=C([CH]=[CH]1)O[CH2]O2,train,0,1
CCOC(=O)C1=CC=C(NC(=O)[NH]C2=NC3=C([CH]=C(O[CH3])[CH]=[CH]3)S2)C=C1.COC(=O)C=CC1=CC=C(C=O)C=C1>>[CH3]OC1=[CH]C2=C([CH]=[CH]1)N=C([NH2])S2,train,1,0
CC(O)=O.[CH3][CH2][C@H]([CH3])[C@@H]1[NH]C(=O)[C@H]([CH2]C2=[CH][CH]=C([OH])[CH]=[CH]2)[NH]C(=O)[C@@H]([NH2])[CH2]SS[CH2][C@@H](C(=O)N2[CH2][CH2][CH2][C@H]2C(=O)[NH][C@@H]([CH2][CH]([CH3])[CH3])C(=O)[NH][CH2]C([NH2])=O)[NH]C(=O)[C@H]([CH2]C([NH2])=O)[NH]C(=O)[C@H]([CH2][CH2]C([NH2])=O)[NH]C1=O>CCOC(C)=O.CO>[CH3][CH2][C@H]([CH3])[C@@H]1[NH]C(=O)[C@H]([CH2]C2=[CH][CH]=C([OH])[CH]=[CH]2)[NH]C(=O)[C@@H]([NH2])[CH2]SS[CH2][C@@H](C(=O)N2[CH2][CH2][CH2][C@H]2C(=O)[NH][C@@H]([CH2][CH]([CH3])[CH3])C(=O)[NH][CH2]C([NH2])=O)[NH]C(=O)[C@H]([CH2]C([NH2])=O)[NH]C(=O)[C@H]([CH2][CH2]C([NH2])=O)[NH]C1=O,train,1,0
CC(C)(C)[Si](O[CH2]C1=[CH][CH]=C(C2=[CH]C([NH]C(=O)C3=[CH][CH]=C(C4=[CH][CH]=[CH]N=[CH]4)[CH]=[CH]3)=C([NH]C(=O)OC([CH3])([CH3])[CH3])[CH]=[CH]2)S1)(C1=CC=CC=C1)C1=CC=CC=C1.CCOC(C)=O>ClCCl>[CH3]C([CH3])([CH3])OC(=O)[NH]C1=C([NH]C(=O)C2=[CH][CH]=C(C3=[CH][CH]=[CH]N=[CH]3)[CH]=[CH]2)[CH]=C(C2=[CH][CH]=C([CH2][OH])S2)[CH]=[CH]1,train,1,0
CCOC(=O)[CH](Cl)C([CH3])=O.[NH2]C1=N[NH]C(S[CH2]C2=[CH][CH]=[CH][CH]=[CH]2)=N1>CC(O)=O>[CH3]C1=NC2=NC(S[CH2]C3=[CH][CH]=[CH][CH]=[CH]3)=NN2C([OH])=C1Cl,train,0,1
O=C1[CH2][CH2][CH](C(F)(F)F)[CH2][CH2]1.[OH]C1=[CH][CH]=[CH][CH]=[CH]1>CCOC(C)=O.Cl.OC(=O)[O-].[Na+]>[OH]C1=[CH][CH]=C(C2(C3=[CH][CH]=C([OH])[CH]=[CH]3)[CH2][CH2][CH](C(F)(F)F)[CH2][CH2]2)[CH]=[CH]1,train,0,1
CCOC(=O)COC1=CC=C(CCC2CC3=C(C=C(OC)C=C3)O2)C=C1.COC(=O)[CH2]N([CH3])[CH2]C1=[CH][CH]=C(C2=[CH][CH]=C([CH2]N(C3=[CH][CH]=C(F)[CH]=[CH]3)[CH]([CH3])[CH3])S2)[CH]=[CH]1>>[CH3][CH]([CH3])N([CH2]C1=[CH][CH]=C(C2=[CH][CH]=C([CH2]N([CH3])[CH2][CH2][OH])[CH]=[CH]2)S1)C1=[CH][CH]=C(F)[CH]=[CH]1,train,0,1
COC(=O)[C@H]([CH2]C(=O)O[CH3])[CH2]C1=[CH]C(Cl)=C2[NH]N=[CH]C2=C1[CH2]Cl.[NH2][CH2]C1=[CH][CH]=N[CH]=[CH]1>CCOC(C)=O.CN(C)C=O>[CH3]OC(=O)[CH2][C@@H]1[CH2]C2=C([CH2]N([CH2]C3=[CH][CH]=N[CH]=[CH]3)C1=O)C1=C([NH]N=[CH]1)C(Cl)=[CH]2,train,0,1
Cl.[CH3]C1=C([CH3])C2=[CH]C(C(=O)N3[CH2][CH2]N([CH3])[CH2][CH2]3)=NC(N3[CH2][CH2]C4=[CH][CH]=[CH][CH]=C4[CH2]3)=C2[NH]1>CCOC(C)=O>Cl.[CH3]C1=C([CH3])C2=[CH]C(C(=O)N3[CH2][CH2]N([CH3])[CH2][CH2]3)=NC(N3[CH2][CH2]C4=[CH][CH]=[CH][CH]=C4[CH2]3)=C2[NH]1,train,1,0
[CH3]C1=C([OH])C([CH]([CH2]O)C2=[CH][CH]=C([CH]([CH3])[CH3])[CH]=[CH]2)=C([CH3])C([CH3])=C1Br>CCCCCC.CCOC(C)=O>[CH3]C1=C([CH3])C2=C(O[CH2][CH]2C2=[CH][CH]=C([CH]([CH3])[CH3])[CH]=[CH]2)C([CH3])=C1Br,train,0,1
CC(=O)OO.[CH3][NH]C(=O)OC1=[CH][CH]=C(S[CH3])C2=C1[CH2][CH2][CH2][CH2]2>CCCCCCC.CCOC(C)=O>[CH3][NH]C(=O)OC1=[CH][CH]=C(S([CH3])=O)C2=C1[CH2][CH2][CH2][CH2]2,train,1,0
C[Sn](C)(C)[CH3].[CH3]OC1=C(F)[CH]=C(C2=NSC([NH]C(=O)[C@@H]3[CH2][C@H]3[CH3])=C2Br)[CH]=[CH]1>CCOC(C)=O.CN(C)C=O.Cl[Pd](Cl)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1.O.[Cl-].[Na+]>[CH3]OC1=C(F)[CH]=C(C2=NSC([NH]C(=O)[C@@H]3[CH2][C@H]3[CH3])=C2[CH3])[CH]=[CH]1,train,0,1
Cl.[CH3]OC1=C([NH]C(=O)C2=C([NH2])[CH]=[CH][CH]=C2SC2=[CH][CH]=C([N+](=O)[O-])[CH]=[CH]2)[CH]=[CH][CH]=[CH]1>CCOC(C)=O>Cl.[CH3]OC1=C([NH]C(=O)C2=C([NH2])[CH]=[CH][CH]=C2SC2=[CH][CH]=C([N+](=O)[O-])[CH]=[CH]2)[CH]=[CH][CH]=[CH]1,train,1,0
[OH][CH2][CH2][C@@H](C1=[CH]C(Br)=[CH][CH]=[CH]1)N1[CH2][CH2]C2=[CH][CH]=[CH]C(O[CH2]C3=[CH][CH]=[CH][CH]=[CH]3)=C21>CCOC(C)=O>[OH][CH2][CH2][C@@H](C1=[CH]C(Br)=[CH][CH]=[CH]1)N1[CH]=[CH]C2=[CH][CH]=[CH]C(O[CH2]C3=[CH][CH]=[CH][CH]=[CH]3)=C21,train,1,0
[CH3]C1=C([CH]=O)C2=C(C([CH3])=C1[NH]C(=O)[CH2]C([CH3])([CH3])[CH3])[CH](C1=[CH][CH]=C([CH]([CH3])[CH3])[CH]=[CH]1)[CH2]S2.[CH3][CH2][Mg]Br>CCCCCC.CCOC(C)=O>[CH3][CH2][CH2]C1=C([CH3])C([NH]C(=O)[CH2]C([CH3])([CH3])[CH3])=C([CH3])C2=C1S[CH2][CH]2C1=[CH][CH]=C([CH]([CH3])[CH3])[CH]=[CH]1,train,0,1
O=C1C(=[CH]C2=[CH][CH]=C(C3=[CH][CH]=C(F)[CH]=[CH]3)[CH]=[CH]2)N2[CH2][CH2][CH]1[CH2][CH2]2>CCOC(C)=O.[Pd]>O=C1[CH]2[CH2][CH2]N([CH2][CH2]2)[CH]1[CH2]C1=[CH][CH]=C(C2=[CH][CH]=C(F)[CH]=[CH]2)[CH]=[CH]1,train,0,1
[CH3]C([CH3])([CH3])[Si]([CH3])([CH3])O[C@@H]1[CH]=[CH][C@H]([OH])[CH2]1>CCCCCC.CCOC(C)=O>[CH3]C([CH3])([CH3])[Si]([CH3])([CH3])O[C@H]1[CH]=[CH][C@H]([OH])[CH2]1,train,1,0
[CH3]C1=[CH]C([CH2][CH2]C(=O)F)=NN1[CH2]C1=C(O[CH2]C2=[CH][CH]=C(Cl)[CH]=[CH]2)[CH]=[CH]C(Cl)=[CH]1.[NH2]S(=O)(=O)C(F)(F)F>CCOC(C)=O.CN(C)C1=CC=NC=C1.ClCCl>[CH3]C1=[CH]C([CH2][CH2]C(=O)[NH]S(=O)(=O)C(F)(F)F)=NN1[CH2]C1=C(O[CH2]C2=[CH][CH]=C(Cl)[CH]=[CH]2)[CH]=[CH]C(Cl)=[CH]1,train,1,0
CCOC(C)=O.[CH3][C@@H]1[C@H]2[CH2][C@@H]([CH2][C@H]1[NH]C1=C(Br)C(=O)N([CH2]C(=O)[NH][CH2]C3=[CH]C(C#N)=N[CH]=[CH]3)N=[CH]1)C2([CH3])[CH3]>CCO>[CH3][C@@H]1[C@H]2[CH2][C@@H]([CH2][C@H]1[NH]C1=C(Br)C(=O)N([CH2]C(=O)[NH][CH2]C3=[CH]C(C([NH2])=O)=N[CH]=[CH]3)N=[CH]1)C2([CH3])[CH3],train,0,1
CN(C(=O)OC(C)(C)C)[C@@H]([CH2][CH]([CH3])[CH3])C(=O)[NH][C@@H]([CH2][CH2]S[CH3])C([NH2])=O.Cl>CCOC(C)=O>[CH3][NH][C@@H]([CH2][CH]([CH3])[CH3])C(=O)[NH][C@@H]([CH2][CH2]S[CH3])C([NH2])=O,train,0,1
CC(C)(C)[Si](C)(C)O[CH2][CH2][CH2]N1C(=O)C2=C([CH]=NC(C3=[CH]C(OC(F)(F)F)=[CH][CH]=[CH]3)=C2[CH](O)C2=[CH][CH]=[CH][CH]=[CH]2)N([CH3])C1=O.O[CH]=O>CCOC(C)=O.O.[Zn]>[CH3]N1C(=O)N([CH2][CH2][CH2]O[CH]=O)C(=O)C2=C1[CH]=NC(C1=[CH]C(OC(F)(F)F)=[CH][CH]=[CH]1)=C2[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,test,1,0
CCOC(=O)C(C1=NN([CH]([CH3])[CH3])N=N1)=C(C1=[CH][CH]=C(F)[CH]=[CH]1)C1=[CH][CH]=C(F)[CH]=[CH]1.CCOC(=O)C(C1=NN=NN1C(C)C)=C(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1>>[CH3][CH]([CH3])N1N=NC(C([CH]=O)=C(C2=[CH][CH]=C(F)[CH]=[CH]2)C2=[CH][CH]=C(F)[CH]=[CH]2)=N1,train,1,0
[CH3]C1=NC2=C([CH]=[CH][CH]=C2[CH2][OH])[NH]1>CCOC(C)=O.[Mn+4].[O-2].[O-2]>[CH3]C1=NC2=C([CH]=[CH][CH]=C2[CH]=O)[NH]1,train,0,1
Cl.[CH3]C1=C([CH3])C2=[CH]C(C(=O)N3[CH2][CH2][CH2][CH2][CH2]3)=NC(N3[CH2][CH2]C4=[CH][CH]=[CH][CH]=C4[CH2]3)=C2[NH]1>CCOC(C)=O>Cl.[CH3]C1=C([CH3])C2=[CH]C(C(=O)N3[CH2][CH2][CH2][CH2][CH2]3)=NC(N3[CH2][CH2]C4=[CH][CH]=[CH][CH]=C4[CH2]3)=C2[NH]1,train,1,0
Cl.[CH3]C1=C([CH3])C2=[CH][CH]=NC([CH2]OC3=[CH][CH]=C(Cl)[CH]=[CH]3)=C2[NH]1>CCOC(C)=O>Cl.[CH3]C1=C([CH3])C2=[CH][CH]=NC([CH2]OC3=[CH][CH]=C(Cl)[CH]=[CH]3)=C2[NH]1,train,1,0
O=C1CCC(=O)N1Br.[NH2]C1=[CH]C(F)=C([N+](=O)[O-])[CH]=[CH]1>CCOC(C)=O>[NH2]C1=C(Br)[CH]=C([N+](=O)[O-])C(F)=[CH]1,train,0,1
CC(C)N(C(C)C)C(O)=N[CH2][CH2][Si]([CH3])([CH3])[CH3].[CH3]OC1=[CH][CH]=C([CH]([OH])C(=O)[OH])[CH]=[CH]1>C1COCCO1.CCOC(C)=O>[CH3]OC1=[CH][CH]=C([CH]([OH])C(=O)O[CH2][CH2][Si]([CH3])([CH3])[CH3])[CH]=[CH]1,train,1,0
[CH3]C([CH3])([CH3])OC(=O)N1[CH2][CH2][CH](C2=NC3=N[CH]=[CH][CH]=C3[CH]=[CH]2)[CH2][CH2]1>CCOC(C)=O.[Pd]>[CH3]C([CH3])([CH3])OC(=O)N1[CH2][CH2][CH](C2=NC3=C([CH]=[CH]2)[CH2][CH2][CH2][NH]3)[CH2][CH2]1,train,1,0
[CH3]C1=C([CH3])C2=C(C([CH3])=C1[NH]C(=O)[CH2]C([CH3])([CH3])[CH3])[CH](C1=[CH][CH]=C([CH]=O)[CH]=[CH]1)[CH2]O2.[CH3][Mg]Br>CCCCCC.CCOC(C)=O>[CH3]C1=C([CH3])C2=C(C([CH3])=C1[NH]C(=O)[CH2]C([CH3])([CH3])[CH3])[CH](C1=[CH][CH]=C([CH]([CH3])[OH])[CH]=[CH]1)[CH2]O2,train,1,0
[CH3]C1=[CH]N(C2=[CH]C([N+](=O)[O-])=[CH]C(C(F)(F)F)=[CH]2)[CH]=N1.[CH3]S(=O)(=O)[OH]>CCOC(C)=O>[CH3]C1=[CH]N(C2=[CH]C([N+](=O)[O-])=[CH]C(C(F)(F)F)=[CH]2)[CH]=N1.[CH3]S(=O)(=O)[OH],train,0,1
[CH3][CH2][CH2][CH]=[CH]C1=C([CH]([CH3])[CH3])N=C([CH]([CH3])[CH3])C([CH2][OH])=C1C1=[CH]O[CH]=[CH]1>CCOC(C)=O>[CH3][CH2][CH2][CH2][CH2]C1=C([CH]([CH3])[CH3])N=C([CH]([CH3])[CH3])C([CH2][OH])=C1C1=[CH]O[CH]=[CH]1,train,0,1
O=S(=O)([OH])[OH].[CH3]OC1=C([NH]C(=O)C2=C([NH2])[CH]=[CH][CH]=C2SC2=[CH][CH]=C([N+](=O)[O-])[CH]=[CH]2)[CH]=[CH][CH]=[CH]1>CCOC(C)=O>O=S(=O)([OH])[OH].[CH3]OC1=C([NH]C(=O)C2=C([NH2])[CH]=[CH][CH]=C2SC2=[CH][CH]=C([N+](=O)[O-])[CH]=[CH]2)[CH]=[CH][CH]=[CH]1,train,1,0
ClC1=[CH][CH]=C(N2[CH2][CH2][NH][CH2][CH2]2)[CH]=[CH]1.NS([NH2])(=O)=O>CCOC(C)=O.O>[NH2]S(=O)(=O)N1[CH2][CH2]N(C2=[CH][CH]=C(Cl)[CH]=[CH]2)[CH2][CH2]1,train,0,1
[CH3]C1=[CH]C(O[CH2][CH2]N2[CH2][CH2]O[CH2][CH2]2)=[CH]C([CH3])=C1C1=[CH]C([CH2][NH]C2=[CH]C(F)=C([CH2][CH2]C(=O)[OH])[CH]=[CH]2)=[CH][CH]=[CH]1.[CH3]S(=O)(=O)[OH]>CCOC(C)=O>[CH3]C1=[CH]C(O[CH2][CH2]N2[CH2][CH2]O[CH2][CH2]2)=[CH]C([CH3])=C1C1=[CH]C([CH2][NH]C2=[CH]C(F)=C([CH2][CH2]C(=O)[OH])[CH]=[CH]2)=[CH][CH]=[CH]1.[CH3]S(=O)(=O)[OH].[CH3]S(=O)(=O)[OH],train,1,0
CCOC(=O)C([CH3])=O.[NH2]C1=[CH][CH]=C([CH](C2=[CH]C(Cl)=[CH][CH]=[CH]2)N2[CH]=[CH]N=[CH]2)[CH]=C1[NH2]>CO>[CH3]C1=NC2=[CH]C([CH](C3=[CH]C(Cl)=[CH][CH]=[CH]3)N3[CH]=[CH]N=[CH]3)=[CH][CH]=C2[NH]C1=O,train,0,1
C=[CH][CH2]N1C([CH3])=C([CH3])C2=[CH]C(C(=O)[NH][CH2]C3=[CH][CH]=C([CH3])[CH]=[CH]3)=NC(N3[CH2][CH2]C4=[CH][CH]=[CH][CH]=C4[CH2]3)=C21.Cl>CCOC(C)=O>C=[CH][CH2]N1C([CH3])=C([CH3])C2=[CH]C(C(=O)[NH][CH2]C3=[CH][CH]=C([CH3])[CH]=[CH]3)=NC(N3[CH2][CH2]C4=[CH][CH]=[CH][CH]=C4[CH2]3)=C21.Cl,train,1,0
O=C([OH])[CH]([OH])C1=C(Cl)[CH]=[CH][CH]=[CH]1.[CH3][CH]([CH3])C(=O)OC1=C([C@H]([CH2][CH2]N([CH]([CH3])[CH3])[CH]([CH3])[CH3])C2=[CH][CH]=[CH][CH]=[CH]2)[CH]=C([CH2][OH])[CH]=[CH]1>CCOC(C)=O>O=C([O-])[CH]([OH])C1=C(Cl)[CH]=[CH][CH]=[CH]1.[CH3][CH]([CH3])C(=O)OC1=C([C@H]([CH2][CH2]N([CH]([CH3])[CH3])[CH]([CH3])[CH3])C2=[CH][CH]=[CH][CH]=[CH]2)[CH]=C([CH2][OH])[CH]=[CH]1,train,1,0
[CH2]1[CH2][CH2][NH][CH2][CH2]1.[CH3]OC1=NC(Cl)=NC([NH]C2=[CH]C(O[CH3])=C(N3[CH]=NC([CH3])=[CH]3)[CH]=[CH]2)=N1>CCOC(C)=O>[CH3]OC1=NC([NH]C2=[CH]C(O[CH3])=C(N3[CH]=NC([CH3])=[CH]3)[CH]=[CH]2)=NC(N2[CH2][CH2][CH2][CH2][CH2]2)=N1,train,0,1
O=C(Cl)C1=[CH][CH]=[CH][CH]=[CH]1.[CH3][CH2][CH2][NH2]>CCOC(C)=O>[CH3][CH2][CH2][NH]C(=O)C1=[CH][CH]=[CH][CH]=[CH]1,train,1,0
C=[CH][CH2][CH2][CH]1[CH]=[CH][CH2]C2=C1C(=O)C1=[CH][CH]=[CH][CH]=C1C2=O.[H][H]>CCOC(C)=O.[Pd]>[CH3][CH2][CH2][CH2][CH]1[CH2][CH2][CH2]C2=C1C(=O)C1=[CH][CH]=[CH][CH]=C1C2=O,train,1,0
CCOC(C)=O.O=C([CH2][CH2][CH2]C1=[CH][CH]=[CH][CH]=[CH]1)[CH2][CH2][CH2]C1=[CH][CH]=[CH][CH]=[CH]1>CCCCCC>[OH][CH]([CH2][CH2][CH2]C1=[CH][CH]=[CH][CH]=[CH]1)[CH2][CH2][CH2]C1=[CH][CH]=[CH][CH]=[CH]1,train,0,1
C[Si](C)(C)CCOCN1C(C2=CC(OC3CC3)=C(OC(F)F)C=C2)=CC2=C1C=NNC2=O.C[Si](C)(C)CCOCN1C2=C(C(=O)[NH]N=[CH]2)C([CH2]O[CH2][CH]2[CH2][CH2]2)=C1C1=[CH]C(O[CH]2[CH2][CH2]2)=C(O[CH](F)F)[CH]=[CH]1>CCOC(C)=O>O=C1[NH]N=[CH]C2=C1C([CH2]O[CH2][CH]1[CH2][CH2]1)=C(C1=[CH]C(O[CH]3[CH2][CH2]3)=C(O[CH](F)F)[CH]=[CH]1)[NH]2,train,0,1
[CH3][CH2][CH2]C1([CH2][CH2][CH3])[CH]=[CH]C(=O)[CH2][CH2]1.[H][H]>CCOC(C)=O.[Pd]>[CH3][CH2][CH2]C1([CH2][CH2][CH3])[CH2][CH2]C(=O)[CH2][CH2]1,train,1,0
[CH3]C1=C([CH3])C2=C([CH]=C1[NH]C(=O)[CH2]C([CH3])([CH3])[CH3])[CH](O)C([CH3])([CH3])O2.[CH3]OC1=C([NH2])[CH]=[CH][CH]=[CH]1>CCCCCC.CCOC(C)=O>[CH3]OC1=C([NH][CH]2C3=C(OC2([CH3])[CH3])C([CH3])=C([CH3])C([NH]C(=O)[CH2]C([CH3])([CH3])[CH3])=[CH]3)[CH]=[CH][CH]=[CH]1,train,1,0
[CH3]C(=O)C1=[CH][CH]=C([CH]2[CH2]OC3=C2C([CH3])=C([NH]C(=O)[CH2]C([CH3])([CH3])[CH3])C([CH3])=C3[CH3])[CH]=[CH]1.[CH3][Mg]Br>CCCCCC.CCOC(C)=O>[CH3]C1=C([CH3])C2=C(C([CH3])=C1[NH]C(=O)[CH2]C([CH3])([CH3])[CH3])[CH](C1=[CH][CH]=C(C([CH3])([CH3])[OH])[CH]=[CH]1)[CH2]O2,train,0,1
[CH3][CH2]OC(=O)/C=C(/C1=[CH][CH]=[CH][CH]=[CH]1)C1=[CH][CH]=C([OH])[CH]=[CH]1>CCO.CCOC(C)=O.[Pd]>[CH3][CH2]OC(=O)[CH2][CH](C1=[CH][CH]=[CH][CH]=[CH]1)C1=[CH][CH]=C([OH])[CH]=[CH]1,train,0,1
CCOC(C)=O.[CH3]C([CH3])=[CH][CH2][CH2]C([CH3])=[CH][CH2][CH2]C([CH3])=[CH][CH2][OH]>CS(C)=O>[CH3]C([CH3])=[CH][CH2][CH2]/C(C)=C/[CH2][CH2]/C(C)=C/C=O,train,1,0
CCOC(C)=O.[OH][CH2]/C=C/C1=[CH]C(Br)=[CH][CH]=[CH]1>>[OH][CH2][C@H]1O[C@@H]1C1=[CH]C(Br)=[CH][CH]=[CH]1,train,1,0
[CH3][CH2]O[CH]([CH3])O[C@@H]1O[CH]=C([CH3])[C@H]2[CH2][CH2][C@H]([CH3])[C@@H]12.[H][H]>C.CCOC(C)=O.[Pd]>[CH3][CH2]O[CH]([CH3])O[C@@H]1O[CH2][C@H]([CH3])[C@@H]2[CH2][CH2][C@H]([CH3])[C@@H]12,train,0,1
CC(=O)OC[CH3].[CH3][CH2]OC(=O)C1=[CH]C2=[CH][CH]=C3OC4=C([CH]=[CH][CH]=[CH]4)C3=C2[NH]1>>[CH3][CH2]OC(=O)C1=[CH]C2=[CH][CH]=C3OC4=C([CH]=[CH][CH]=[CH]4)C3=C2N1[CH3],train,1,0
